start,stop,fay_wu_h,normalized_fay_wu_h,zeng_e
270185,370185,4.065955907883419e-06,0.06550230323248733,-1.2718232551689004
280185,380185,7.998979271356783e-06,0.08928067906751465,-1.560774430074671
290185,390185,4.376069884732849e-05,0.23300708866886036,-1.8892659310572346
300185,400185,4.451207509891444e-05,0.3403514365915358,-1.3455416557845108
310185,410185,4.6295403960441476e-05,0.30966903980809424,-1.6678993054987346
320185,420185,-4.488822892996756e-05,-0.226823618094046,-1.5070523088338674
330185,430185,4.050548819378048e-05,0.3234211938360509,-1.5537262155347829
340185,440185,5.9800106643523505e-06,0.08960401277580596,-1.3729356757745783
350185,450185,1.506068877215621e-05,0.1918895576686256,-1.4783340365380293
360185,460185,1.553577701795997e-05,0.24537714267836097,-1.2368485916844545
370185,470185,8.33622567290909e-05,0.505220610556016,-1.2551847216813878
380185,480185,3.463558490424925e-05,0.22299530311558918,-1.0888722868898222
390185,490185,-0.00022057294116244284,-1.0924160273855232,-0.7271726118133189
400185,500185,0.00011194160411053656,0.510671505377424,-0.8877165240783976
410185,510185,3.5636674964622357e-05,0.184274783606105,-1.6807956306930758
420185,520185,0.00019022073358765628,0.3942413482175686,-1.7739565070589953
430185,530185,7.887850007986138e-05,0.2637340304969834,-0.8394209866290558
440185,540185,-0.00014455807887895302,-0.34667897563928896,-1.0441814995460683
450185,550185,0.00012875328402114875,0.30162648544353027,-1.4728536101436505
460185,560185,0.00014780535329709775,0.33265717286293306,-1.4978062238561376
470185,570185,2.6890680663322206e-05,0.15210022074160365,-1.0577785901717613
480185,580185,2.6112922269728754e-05,0.11166038515138897,-1.3559247902633127
490185,590185,9.743146486498536e-05,0.24152220511598785,-1.7249858504807105
500185,600185,0.00018376068874672875,0.38548966875362917,-1.6926838733102079
510185,610185,0.00016554220590507437,0.26613370231470995,-1.9732121306687558
520185,620185,0.00010350453566533967,0.38857847586800087,-1.4611951430451928
530185,630185,0.00010757347440764524,0.24459691390356242,-1.6685618911651972
540185,640185,0.0003420237021077038,0.4732667668406686,-1.9267716570064095
550185,650185,0.00015465637738638305,0.45741948274984817,-1.621162044465863
560185,660185,-0.00019935110189300855,-0.6649204148601726,-1.2830939982861584
570185,670185,6.861711638383097e-05,0.23319159289037736,-1.7690593478443768
580185,680185,5.255235260465994e-05,0.17895677158186563,-2.121516716972676
590185,690185,-9.26382150291541e-05,-0.282928534479231,-1.248765424911081
600185,700185,0.0001249259535753996,0.3866167118761587,-1.7530492302855227
610185,710185,0.00019084435606062724,0.35136651574514643,-2.1977814992828835
620185,720185,0.00018645170133896408,0.3587119692984913,-1.898265072720546
630185,730185,-7.658173910488122e-05,-0.1549844185431642,-1.3202912845293526
640185,740185,5.687649548507695e-05,0.18826581155891528,-1.9355205328800646
650185,750185,5.431237821761871e-05,0.13500298599215316,-1.5528921782008462
660185,760185,-0.00010816217007366931,-0.21039852596712247,-1.5718706638091504
670185,770185,3.161510083432966e-05,0.06772460154848534,-1.5946171092569796
680185,780185,0.00011486604945703717,0.24192675070317263,-1.9318575352498215
690185,790185,9.713936135202799e-05,0.12177170482348193,-1.8159874477340274
700185,800185,0.00011544079759096519,0.24900097567434898,-1.47812041991059
710185,810185,0.00024344617873057656,0.40458902507641786,-1.9096345682453693
720185,820185,1.5564145669481166e-05,0.023328266683418628,-1.588086374741715
730185,830185,0.0002114440004635489,0.3915460412721562,-1.8723840501726918
740185,840185,0.000248260464850869,0.41398562451226584,-1.84200501109763
750185,850185,0.00024623310274736725,0.3034544819492074,-2.2006213693620595
760185,860185,-0.00011546878184449485,-0.1413997928046396,-1.7410313193772113
770185,870185,0.00022457113151966732,0.3273955182132286,-1.9836217408680763
780185,880185,0.0002168150932367817,0.30842736517389074,-2.10811030783851
790185,890185,3.848001436943656e-05,0.06848217879986701,-1.6270396330208865
800185,900185,4.221068516954122e-05,0.057502750470205435,-1.5468787055455824
810185,910185,-8.740977615349472e-05,-0.3347632049534638,-1.25641270725482
820185,920185,0.00014626584136912904,0.567351375051266,-1.5633295779904623
830185,930185,-6.012978561874122e-05,-0.18665029968268923,-1.6719530977265016
840185,940185,0.00010699674340065564,0.4003326777930228,-1.806982052013083
850185,950185,0.0001345944243228185,0.3381190507526424,-1.9152102761315193
860185,960185,7.240061564366335e-05,0.21651041942756685,-2.2706760857276236
870185,970185,3.734367552737206e-05,0.21603721410919688,-2.0983222884470876
880185,980185,1.754658896970755e-05,0.13497715366558027,-1.3818188843458459
890185,990185,6.273770539834764e-05,0.2823461019099027,-2.0857153954428864
900185,1000185,7.976429426846714e-05,0.5223922189086095,-1.598405422377524
910185,1010185,8.243209653685013e-05,0.28501994429751126,-1.6712021205127072
920185,1020185,5.468282589417677e-05,0.22639284119504133,-2.023425872277978
930185,1030185,0.0002375279167241178,0.6179462898805946,-1.6113962546576794
940185,1040185,-7.217282042267604e-05,-0.23788585615134797,-1.8115207617883817
950185,1050185,0.000101596193602837,0.2864056320185343,-2.1536074909266807
960185,1060185,5.053260704642992e-05,0.19694336591763761,-2.060980313255732
970185,1070185,0.00011894418229544657,0.17685827443499466,-2.2627040842064576
980185,1080185,0.00025922087189965035,0.32411052816195296,-2.103101981604136
990185,1090185,0.0002604911349198825,0.31445995544299754,-2.107514660272446
1000185,1100185,0.00024936235083356233,0.38541862446035563,-2.078440910794596
1010185,1110185,-0.0001104657067822268,-0.20375158017224856,-1.7019152141487408
1020185,1120185,-6.75460017962786e-06,-0.011186945359929975,-1.8975456954335366
1030185,1130185,5.076025332713241e-05,0.16193699385059737,-2.016478866158126
1040185,1140185,-4.435751098643027e-05,-0.08915613137777036,-1.818103870513912
1050185,1150185,-0.00011042612835080328,-0.34797351571320795,-1.431166332812289
1060185,1160185,1.0638708099522013e-05,0.021112817711803917,-1.8401361599675072
1070185,1170185,-0.0002576136119760771,-0.7567236153274057,-1.2188469488077436
1080185,1180185,7.825663308470015e-07,0.002120917543654277,-1.3842372006375356
1090185,1190185,0.00013998719486194922,0.3686211445365501,-2.148969114995645
1100185,1200185,0.00012005515478150778,0.4191818552852489,-1.8413505288094913
1110185,1210185,0.0001415029886809491,0.34237238717893903,-2.201178687556383
1120185,1220185,0.00014363387524349888,0.27116385442112456,-2.1885673935061005
1130185,1230185,0.00020988791507446484,0.3556392717324509,-2.170369220743155
1140185,1240185,0.0002048409988875675,0.4001962025315468,-2.188453138670997
1150185,1250185,-1.235231667087673e-05,-0.0244475659681297,-1.721767116769149
1160185,1260185,0.00018208007257569065,0.2854103159033813,-2.1954899519304107
1170185,1270185,0.00020683974311089398,0.44844888477337586,-1.9627602542279614
1180185,1280185,6.926970996341888e-05,0.1535787902065276,-1.9228539074145627
1190185,1290185,1.1617435509588225e-05,0.03297753266790927,-1.8919720373451703
1200185,1300185,0.00013553547029802017,0.32501703137897775,-2.2261603556163085
1210185,1310185,3.8795732237560676e-05,0.1696158796085752,-2.163967958634283
1220185,1320185,9.444038048232132e-05,0.3639101802026611,-1.7493754138277366
1230185,1330185,-3.795803049582686e-05,-0.08393672088664984,-1.972963717560139
1240185,1340185,-2.445419785283664e-05,-0.0590830332809189,-1.9407028234069392
1250185,1350185,9.964155894214852e-05,0.28877573982044175,-1.7947219564519492
1260185,1360185,0.00010208224397687901,0.25489937616131086,-2.1321673881731447
1270185,1370185,-5.852488894046532e-06,-0.015686619461514326,-1.8482594689597973
1280185,1380185,2.686934398146747e-05,0.24088253082710814,-1.621315086757685
1290185,1390185,2.2368033330654537e-05,0.09277363240777745,-1.584074552044872
1300185,1400185,2.45277592783193e-05,0.09092644239765449,-1.9691304386277726
1310185,1410185,4.398207903377907e-05,0.14732401304159645,-2.3255546142107337
1320185,1420185,0.00012707239903219804,0.3907342927463438,-2.088671726307356
1330185,1430185,0.0001164959199057262,0.28268389875904254,-2.2547560337937145
1340185,1440185,-5.980495660461796e-05,-0.21045275999045304,-1.3175543420052946
1350185,1450185,0.0001246506251077006,0.4283676304613244,-1.998940968618654
1360185,1460185,3.796678520384718e-05,0.36650359301817126,-1.2467329269164655
1370185,1470185,4.676337988141221e-05,0.3217449031339076,-1.9176157596257262
1380185,1480185,4.9746095035302586e-05,0.42457219236418015,-1.55042681884101
1390185,1490185,-1.447741350226737e-05,-0.035669910908197815,-1.776932751709383
1400185,1500185,8.507112524907919e-05,0.3349327236944984,-1.4704569320161116
1410185,1510185,8.610615542309696e-05,0.31894936152941616,-2.1433761645535605
1420185,1520185,-4.068825949063045e-06,-0.01633572218531038,-1.8215839995839516
1430185,1530185,6.0234329304469516e-05,0.2616134141802309,-1.8411155840856865
1440185,1540185,7.436925897274211e-05,0.3209498614715112,-2.0994312727152526
1450185,1550185,5.2162693044707424e-05,0.44351411859615164,-1.3292767521742128
1460185,1560185,0.0002732415119925,0.5397646357879271,-1.8325541856300611
1470185,1570185,-1.9921754498251434e-05,-0.056560815011376706,-1.7528444952050517
1480185,1580185,0.00014761277705646175,0.39343626296615086,-2.0246117202363876
1490185,1590185,0.0001235922923285469,0.3154114673407038,-1.7253276398991788
1500185,1600185,0.0003845644724617119,0.49901343951825833,-2.0600168391714146
1510185,1610185,0.00015406380836021394,0.233154030544054,-1.5903594303181452
1520185,1620185,-0.00012274078259253579,-0.27608982401583404,-1.6490933022725573
1530185,1630185,0.00012505087516953534,0.3188599232613868,-1.984510149373224
1540185,1640185,0.0002754466118769481,0.5092987804629203,-1.8321028859918955
1550185,1650185,2.016654499910954e-05,0.039144392793734,-1.5893339762324663
1560185,1660185,0.00018453237105981704,0.28991289291343575,-1.943852247862661
1570185,1670185,0.0002598219066328321,0.33543912267964965,-2.2560315080344138
1580185,1680185,0.00015698886786801662,0.1819381952954285,-2.2856215250100904
1590185,1690185,0.0001950718221331739,0.3231919555933703,-2.203433778105109
1600185,1700185,3.898579561012097e-05,0.06543983238030193,-1.6053142957517523
1610185,1710185,3.381463330138888e-05,0.043654561002181756,-2.191273720965778
1620185,1720185,0.00013489767258611452,0.1934141569570806,-1.7375551937831526
1630185,1730185,9.669578586731149e-05,0.17564090749418937,-1.7597508214592135
1640185,1740185,-2.3814961605003188e-05,-0.0423184218575643,-1.7560684652258565
1650185,1750185,-5.5774388151380386e-05,-0.11309546522460162,-1.5153401321234758
1660185,1760185,0.00013463077373167202,0.3155466583233507,-2.0508493201723645
1670185,1770185,1.5479388935621126e-07,0.0002599186843175266,-2.0132348221199736
1680185,1780185,0.00019591057630146235,0.38216925645557587,-2.1225678803143304
1690185,1790185,0.00019887070561700037,0.3455185710199064,-2.2167470084838046
1700185,1800185,0.00016572698005393397,0.33085739703039907,-2.230449873333383
1710185,1810185,9.957977853544492e-05,0.25423177422628707,-2.277699956527752
1720185,1820185,0.00010760215551441416,0.2788175780180298,-2.231725655599449
1730185,1830185,9.598228069106278e-05,0.2602491795432023,-2.267853016765736
1740185,1840185,-3.3030199956786996e-05,-0.08788458900360202,-1.7580362049750502
1750185,1850185,8.640328517747623e-05,0.1860196576615419,-1.992517052436705
1760185,1860185,0.00012498950616787936,0.42796303747090614,-1.8430706652795499
1770185,1870185,9.551489204964332e-05,0.31189278479385296,-2.259586532621651
1780185,1880185,0.00010335553834412762,0.34573250881339196,-2.1422659885731608
1790185,1890185,0.00010505359242224162,0.297627893825754,-2.2994912026633534
1800185,1900185,0.00011298444846270216,0.3770954710670388,-1.9770202452889736
1810185,1910185,0.000163893361202412,0.32344988337998537,-2.2056346639007467
1820185,1920185,0.00011383926712944136,0.2518786023059802,-2.2035809420205723
1830185,1930185,0.00016905901116427423,0.3927623431315481,-2.041901336693667
1840185,1940185,0.00014760043554535045,0.33632008949958836,-2.0672791176635976
1850185,1950185,0.00010724937112974856,0.21527266096615547,-2.0374191652171967
1860185,1960185,0.00030535523189294527,0.39607204345185143,-1.9404952317668147
1870185,1970185,-0.0002200065972576358,-0.262021964299993,-1.6883572962058213
1880185,1980185,-1.3510406652588164e-05,-0.021970722165808396,-1.6524351759089977
1890185,1990185,0.00027984275214042203,0.3363843381157689,-2.1998972934183167
1900185,2000185,0.00014016702730735526,0.30694812130889704,-1.8575604246262332
1910185,2010185,0.00013909294808610035,0.2098237774427825,-2.2160162295303674
1920185,2020185,0.00026357965175304726,0.6218978970390576,-1.531041831453979
1930185,2030185,0.00021015302682414428,0.3298255096893496,-2.193836429404501
1940185,2040185,0.00016585027402031175,0.2498437494635728,-2.2929027709408825
1950185,2050185,0.00021401785044626104,0.3376765876863047,-1.9278820145906255
1960185,2060185,3.1754703026175755e-05,0.04740556203721061,-1.9985981571869686
1970185,2070185,0.00015815442007585502,0.302908058976564,-2.1214239296099886
1980185,2080185,9.850336674330042e-05,0.15909042780255134,-1.8487997096713973
1990185,2090185,0.00013130792996910402,0.3316518475894797,-1.9748284954763766
2000185,2100185,-3.446355488784133e-05,-0.07066432736083232,-1.5953170432999124
2010185,2110185,0.00015672778283163204,0.29743194103284365,-2.19470941168944
2020185,2120185,-0.0001314136923349335,-0.17500214039830936,-1.853914293511357
2030185,2130185,0.00022811151191642857,0.44218604558675556,-1.8614820147838769
2040185,2140185,0.00015222533491753782,0.3708483019894858,-2.0814017705654937
2050185,2150185,-0.0002249993653750855,-0.588561290502194,-1.3776207922195485
2060185,2160185,0.00011024697524131815,0.295901850763106,-2.1649519075074335
2070185,2170185,7.484297885317083e-05,0.31841037683683854,-2.1113047302671757
2080185,2180185,6.317665077687836e-05,0.2791520977636214,-2.280105989547216
2090185,2190185,4.1136059296047294e-05,0.2837590333421696,-1.7283534232442854
2100185,2200185,5.159757511761433e-05,0.2994474202766875,-2.1793941684559672
2110185,2210185,6.20120347809615e-05,0.44371146904138287,-1.6614885848024399
2120185,2220185,3.842126995839957e-05,0.28500250744357736,-2.2154998208273016
2130185,2230185,1.8636776038901282e-07,0.001151570382817192,-1.4877457181346496
2140185,2240185,8.041940045459076e-05,0.46459536692411074,-1.767733473526235
2150185,2250185,3.912279322151688e-05,0.43594979497111935,-1.8689042745531532
2160185,2260185,-8.118617915659369e-06,-0.05221330494364035,-2.0328639605651992
2170185,2270185,4.249562368700152e-05,0.23917083115572665,-2.4106905678170887
2180185,2280185,5.687054501648438e-05,0.24220391370801048,-2.4397526626753225
2190185,2290185,8.597036300174384e-05,0.3651275185754038,-2.2556834006049034
2200185,2300185,3.263554907470731e-05,0.2730973102513336,-2.0358313273843454
2210185,2310185,-1.459402620784481e-05,-0.14526279745324153,-1.6571066684493292
2220185,2320185,5.4652815447400486e-05,0.46874447270627023,-1.9661657332883564
2230185,2330185,3.470027416387288e-05,0.2103520819563261,-2.1825818489311555
2240185,2340185,2.5507266593541227e-05,0.20053016726772638,-1.792706797155295
2250185,2350185,6.146789366555673e-05,0.29916207361631997,-2.1108038138362146
2260185,2360185,8.71813816032508e-05,0.4923249111306689,-1.8903847482500704
2270185,2370185,0.00010643277212811264,0.3836394922208105,-2.1436672573121767
2280185,2380185,-2.6677663867783075e-05,-0.14430774980801175,-1.8116805970205307
2290185,2390185,6.339853137130666e-05,0.2528182723124835,-2.318292625838649
2300185,2400185,0.00013195737737398792,0.3007959396775861,-2.3659131060397574
2310185,2410185,0.0002086464181879708,0.4234193675743775,-2.015206048812121
2320185,2420185,0.00020635219628979207,0.3249147919623758,-1.9256051946293358
2330185,2430185,0.00015163043301798668,0.2876889068780023,-2.026223491471135
2340185,2440185,0.00022052961436395458,0.3569685397784185,-2.1836179485185996
2350185,2450185,0.00014045171390722656,0.26897352375842537,-1.853997839493731
2360185,2460185,0.00011091995520968915,0.40235876359384765,-1.7548564215657336
2370185,2470185,5.409698591669264e-05,0.07634456265348578,-2.0296207029211906
2380185,2480185,0.00020081477554354264,0.28420968815417263,-2.077071404656056
2390185,2490185,-7.431388678898476e-05,-0.16103889185761378,-1.702799557154355
2400185,2500185,-3.456740444439352e-05,-0.05935043354206121,-1.9804174543324236
2410185,2510185,-2.777570345383965e-06,-0.008099443759884712,-1.6690977608312951
2420185,2520185,7.899691550959403e-05,0.3071613592101472,-1.853532601602399
2430185,2530185,9.345552428055589e-05,0.33348726903712544,-2.056435808341349
2440185,2540185,4.995139011641113e-05,0.12010134896217588,-1.9249557011283274
2450185,2550185,8.094344326841339e-05,0.2152948599080378,-2.105377581094732
2460185,2560185,7.853701497176604e-05,0.2817493027046199,-2.1149385810152936
2470185,2570185,0.00010371116582833133,0.35728116134962357,-1.845687543176475
2480185,2580185,-1.6330851431208735e-05,-0.06840058583936176,-1.4418208956219325
2490185,2590185,0.0001391605200296347,0.3215700930721339,-2.084352868467215
2500185,2600185,0.00011903052678357774,0.22862357493131694,-2.3057639517556376
2510185,2610185,0.00014943245883941586,0.5609960144109981,-1.4029742170729218
2520185,2620185,0.00019010573071721448,0.25991480467183364,-2.2812320266239055
2530185,2630185,0.00011766579375751999,0.2879867984283029,-2.103412626066041
2540185,2640185,8.875207773434372e-05,0.18333789421638733,-1.9121972569105852
2550185,2650185,-3.121616765573363e-05,-0.05700670442740366,-2.103508070965772
2560185,2660185,0.00016767480658057548,0.3643322502428987,-2.010698343483425
2570185,2670185,0.000151928847857199,0.4971827598883979,-1.4923366200163737
2580185,2680185,0.00018806853150052152,0.39558924228338405,-2.0344964147422755
2590185,2690185,7.624754900192644e-06,0.01431223414372396,-1.7876438998768582
2600185,2700185,3.3568544776856894e-05,0.05440964458387615,-1.8126093334350617
2610185,2710185,0.00011325697274392545,0.19511676652831136,-2.2061585219940043
2620185,2720185,0.00023881536877623472,0.37974824549842934,-2.1797709560166205
2630185,2730185,0.0001288068944524011,0.24961309980933763,-2.329775206469094
2640185,2740185,0.00011073732602914401,0.4225832367234875,-1.7422444314497127
2650185,2750185,0.0001114904804503341,0.3087879739014494,-1.9663906520606906
2660185,2760185,-7.484607775966856e-05,-0.19674271817617428,-1.9116641426338534
2670185,2770185,0.000247470398224167,0.3785035853995215,-2.217317796654744
2680185,2780185,0.00015603533753857818,0.30423974620303207,-2.0228263031976352
2690185,2790185,0.00020766573660798234,0.40830446342397514,-1.9720076552844494
2700185,2800185,9.385116230820162e-05,0.28165649645269286,-2.1056303668759373
2710185,2810185,0.00012874745243244084,0.25187410911657615,-2.3918089090104315
2720185,2820185,9.820800403590371e-05,0.31014886009926884,-2.1631789707688043
2730185,2830185,3.386108829522846e-05,0.07482920132357826,-1.9196504465716828
2740185,2840185,0.00012205143590718538,0.3184072327453733,-2.2351290937984807
2750185,2850185,0.00015486212850176361,0.437037423239877,-2.041130513097762
2760185,2860185,0.00011334909798672292,0.3267395510386398,-2.170367755363134
2770185,2870185,7.023477487629692e-05,0.28207639952042474,-2.1028618743817686
2780185,2880185,2.432451099423722e-05,0.11723400804187036,-1.657102472897312
2790185,2890185,2.960716788531841e-05,0.21309786969579744,-1.5460244267092167
2800185,2900185,0.0001022999842721225,0.2885223804812959,-1.5387360635691234
2810185,2910185,0.000168911457325523,0.47158568579673676,-1.8708469328341981
2820185,2920185,0.0002369190894625466,0.4741433206310596,-1.9844236456507622
2830185,2930185,0.00019218380876994678,0.42990157699785175,-1.9398125479831438
2840185,2940185,0.0001315968025782923,0.23551627877843467,-2.3454038659672447
2850185,2950185,1.2952167664528976e-05,0.03007937551518512,-1.9473497215691797
2860185,2960185,0.00011083844949556548,0.23032458331877048,-2.2661785932432776
2870185,2970185,-0.0001536438981509184,-0.3411403147726092,-1.5523157273178882
2880185,2980185,-8.669028201114877e-05,-0.14635698021109103,-1.9984482219308435
2890185,2990185,0.00017679512704046063,0.3826843543529801,-2.1305331051844845
2900185,3000185,0.00011554548089786086,0.323563262729105,-2.1210747336859326
2910185,3010185,3.499607264192895e-05,0.13927921652437195,-0.9034683914666541
2920185,3020185,0.00010818946029872184,0.3289502482140113,-2.173464929150262
2930185,3030185,4.8738536125764944e-05,0.2631614257599632,-2.0921583869450515
2940185,3040185,5.018504909263047e-05,0.24667490696761957,-2.3233784978463827
2950185,3050185,7.263452603890374e-05,0.33560700519125086,-2.196540124731367
2960185,3060185,4.6673060285856295e-05,0.21020303092810036,-2.415898900119018
2970185,3070185,6.880752217827196e-05,0.3185596002845926,-2.300465862119034
2980185,3080185,6.183826954898449e-05,0.36095841327612455,-2.135698614464181
2990185,3090185,5.899591628124089e-05,0.3251008439436765,-2.2532628856497006
3000185,3100185,2.9097892843370888e-05,0.2839737493073471,-2.119854512269683
3010185,3110185,3.13525532136217e-06,0.016673971243560827,-2.034642116417646
3020185,3120185,5.532993671506856e-06,0.12964090552854893,-1.729461530276577
3030185,3130185,-5.998251603537981e-05,-0.37448634731911623,-1.3403333716821468
3040185,3140185,3.6166406762195906e-05,0.2859753153010028,-2.0224791091184433
3050185,3150185,6.622824541655435e-05,0.3425540481482998,-2.0614924902006595
3060185,3160185,8.001658982700077e-05,0.24760270679782406,-2.391541952981919
3070185,3170185,9.944875096320384e-05,0.2984602967165414,-2.0777326900741007
3080185,3180185,5.60941506922958e-05,0.20323978918435387,-2.332515469173036
3090185,3190185,6.544191527784687e-05,0.2888612390378414,-2.1402487244026265
3100185,3200185,2.704679462455045e-05,0.12041945594316984,-1.9167434498311526
3110185,3210185,0.00011117304259753666,0.2863325738445506,-2.2831619082309844
3120185,3220185,-4.491375133130165e-05,-0.11731797314561548,-1.8869183986371791
3130185,3230185,3.540681191270914e-05,0.06958481333652568,-1.8976838772780245
3140185,3240185,9.298436603185465e-05,0.31481581717507245,-2.081123802441424
3150185,3250185,-4.598727945737525e-05,-0.11720476600172752,-1.6676166981712337
3160185,3260185,-4.128724430231972e-05,-0.09999408083260448,-1.744259697258668
3170185,3270185,0.00013340788549930593,0.29747530819092144,-1.8535495546597522
3180185,3280185,5.613334573740481e-05,0.14019332404905585,-2.048814772579788
3190185,3290185,0.00012073777497225013,0.300178010825932,-2.2324878117198077
3200185,3300185,-4.4748905328762647e-05,-0.11604982430618652,-2.017767578966934
3210185,3310185,7.451809060983811e-05,0.370389810071389,-1.2379121484933004
3220185,3320185,-4.812576659003205e-05,-0.16834550343472962,-1.8352235554367202
3230185,3330185,4.940154962780873e-05,0.21121722405929366,-2.128541876297828
3240185,3340185,0.00010187326411038018,0.33660915330214886,-2.0690019696076702
3250185,3350185,3.7517452890808616e-05,0.3281761878193098,-1.4702397399518432
3260185,3360185,8.61994042026969e-05,0.37779359806477764,-1.9030514055295153
3270185,3370185,4.9940747398293814e-05,0.31141844864936813,-1.4267448651609052
3280185,3380185,4.0329907142480036e-05,0.32024920765806103,-1.6952439010420925
3290185,3390185,0.00017645722665667743,0.4703519602461703,-1.7797688371283702
3300185,3400185,0.00012176249880438685,0.2616459555697107,-2.1442630711366832
3310185,3410185,0.00012130561026181464,0.4244763015053864,-1.8248706507960941
3320185,3420185,4.5893787616733175e-05,0.29175548649296457,-2.086889563559277
3330185,3430185,4.707897882262413e-05,0.4115175303566477,-1.7478066993561354
3340185,3440185,2.954567454360196e-05,0.3065251045669848,-1.9237457197717678
3350185,3450185,5.044216158590183e-05,0.31198126782280455,-2.221561817197383
3360185,3460185,3.127416497232394e-05,0.22096246732586783,-2.1020887414850726
3370185,3470185,2.7909441322977725e-05,0.3112818093933875,-1.8974924555385493
3380185,3480185,1.2979831737344958e-05,0.19995322606434413,-1.8898052034981883
3390185,3490185,1.038241485391401e-05,0.11429386428296487,-1.7633807199066769
3400185,3500185,5.0922498445393295e-05,0.2598167976180172,-2.3684021915165565
3410185,3510185,7.742298632391602e-06,0.21882713333412843,-1.3451186439179093
3420185,3520185,4.961441295188213e-05,0.1592954976622867,-2.1200426362399982
3430185,3530185,7.885247563465744e-05,0.27453088672535675,-2.1851037871835977
3440185,3540185,3.755297486296404e-05,0.10388076557115623,-1.8821220909081413
3450185,3550185,1.4029085542795314e-05,0.07400856151173381,-1.5642308114533083
3460185,3560185,0.00011988172904804857,0.4589256673860862,-1.9509995319785238
3470185,3570185,3.602990781351908e-05,0.2051157314143148,-2.0085509239406014
3480185,3580185,8.761728498412823e-05,0.50818440339365,-1.2533735703032465
3490185,3590185,9.307082100342126e-05,0.1692120927908053,-1.7510864931308507
3500185,3600185,-0.00035138164554384077,-0.5726732556560176,-1.2259109929041787
3510185,3610185,0.00020125909431592784,0.32017780396690526,-1.9084588325085685
3520185,3620185,8.47160412874236e-05,0.14329814139668207,-1.8202669391572852
3530185,3630185,0.00017512619413128714,0.24724378580100062,-2.238405349269757
3540185,3640185,0.00020645906983254096,0.250203399254721,-2.262437168910036
3550185,3650185,-0.0001477988756947841,-0.20616286424609456,-1.573729598947829
3560185,3660185,-4.678901907534981e-05,-0.10179283724911106,-1.2038815260034077
3570185,3670185,-0.000288871996529337,-0.5228180041029791,-1.5158465337686151
3580185,3680185,0.00011076749686433898,0.30158440120082186,-2.0304388790584142
3590185,3690185,1.3696891559572757e-06,0.0035619323467584807,-1.8744997802709902
3600185,3700185,0.00013030365847081007,0.25932096698390633,-2.0741910268799684
3610185,3710185,0.00020929100092038048,0.48820686562579896,-1.5183492733191617
3620185,3720185,0.00011537921695917179,0.32044012282027035,-1.9172408714461786
3630185,3730185,0.00022238913474231158,0.40007393685320564,-1.842238532970295
3640185,3740185,5.956762074329592e-05,0.07915684484521297,-2.085576348370161
3650185,3750185,-0.00030355709387784195,-0.41970546521623775,-1.4571944556598901
3660185,3760185,0.00011425221097744782,0.23964898298597268,-1.6175900652437858
3670185,3770185,0.0001574332118710926,0.3528683016811368,-1.6064713314524552
3680185,3780185,0.00012579137168969559,0.29750311826014536,-1.8297426514479458
3690185,3790185,6.082568404276433e-05,0.13568594473569026,-2.1966689577140874
3700185,3800185,4.2516455165599605e-05,0.09433294308133504,-1.6410077973443924
3710185,3810185,-0.0001112927923671754,-0.31466708064334203,-1.4586147438348716
3720185,3820185,0.0001307162115378563,0.4065588411993301,-1.7089375868065984
3730185,3830185,-7.066527457771514e-05,-0.15057603180996879,-1.6708059058636437
