center,garud_h12
1047459.5,0.006600000000000001
1050468.0,0.005900000000000002
1053540.0,0.006900000000000001
1056620.0,0.00635
1059831.0,0.006250000000000001
1063092.5,0.00555
1066208.5,0.0060500000000000016
1069131.0,0.005800000000000001
1072448.0,0.005700000000000001
1075845.0,0.006150000000000001
1078828.0,0.005750000000000001
1082079.0,0.00605
1085502.5,0.0063500000000000015
1088793.5,0.006500000000000002
1091923.0,0.006200000000000001
1095296.0,0.005900000000000002
1099163.5,0.005650000000000001
1102696.5,0.005650000000000001
1105821.0,0.006100000000000001
1109017.5,0.00625
1112179.0,0.0056
1115355.0,0.005650000000000001
1118600.0,0.005700000000000001
1121936.5,0.00555
1125373.5,0.005450000000000001
1128896.5,0.005650000000000001
1132330.5,0.00555
1135530.0,0.005850000000000002
1138765.5,0.0060500000000000016
1142222.0,0.006250000000000001
1145688.0,0.00655
1149072.5,0.006450000000000002
1152650.0,0.006700000000000001
1156115.5,0.006150000000000001
1159379.0,0.006000000000000002
1162589.5,0.006100000000000001
1165795.0,0.0060500000000000016
1169176.0,0.006700000000000001
1172441.0,0.005800000000000001
1175616.5,0.00625
1178865.5,0.005850000000000002
1182158.0,0.005700000000000001
1185525.0,0.0056
1189238.0,0.0056
1192900.0,0.005900000000000001
1196426.0,0.005800000000000001
1200077.0,0.005850000000000001
1203425.0,0.005750000000000002
1206581.5,0.005900000000000001
1209647.0,0.005850000000000001
1212760.0,0.006200000000000001
1216104.0,0.005950000000000002
1219318.0,0.006100000000000001
1222408.0,0.00655
1225531.5,0.005900000000000001
1228822.5,0.006150000000000001
1232239.0,0.0060500000000000016
1235593.0,0.005850000000000001
1238974.0,0.00605
1242322.0,0.006150000000000001
1245665.0,0.005850000000000001
1249052.0,0.005900000000000001
1252539.5,0.006000000000000002
1256144.0,0.005950000000000002
1259647.0,0.005750000000000001
1263141.5,0.005950000000000002
1266515.0,0.0060500000000000016
1269583.0,0.006250000000000001
1272646.5,0.0064
1276084.0,0.005850000000000002
1279739.0,0.006000000000000002
1286278.0,0.006000000000000002
1292615.0,0.006100000000000001
1295784.0,0.006100000000000001
1298921.0,0.005800000000000001
1302207.0,0.005650000000000001
1305897.0,0.005800000000000001
1309496.0,0.006200000000000001
1312734.0,0.006150000000000001
1316140.0,0.006150000000000001
1320243.0,0.005850000000000002
1324313.0,0.006250000000000001
1327931.5,0.0063500000000000015
1331382.0,0.005900000000000002
1334483.5,0.005750000000000001
1337464.0,0.005700000000000001
1340758.5,0.0060500000000000016
1344025.0,0.00655
1347038.5,0.006900000000000002
1350081.5,0.00635
1353162.5,0.006000000000000002
1356247.0,0.005850000000000002
1359683.5,0.006450000000000001
1363190.5,0.005800000000000001
1366547.0,0.005900000000000002
1369808.0,0.006000000000000002
1372936.5,0.006000000000000001
1376244.5,0.006100000000000001
1383219.0,0.005800000000000001
1390253.5,0.006000000000000002
1393709.0,0.005800000000000001
1397000.5,0.0060500000000000016
1400152.0,0.005700000000000001
1403330.5,0.005850000000000001
1406491.5,0.005800000000000001
1409593.5,0.006200000000000001
1412719.5,0.00635
1415810.5,0.005700000000000001
1418974.0,0.005750000000000001
1422281.0,0.006000000000000002
1425501.0,0.005650000000000001
1428702.5,0.005800000000000001
1432039.5,0.005650000000000001
1435310.0,0.006150000000000001
1438787.5,0.006699999999999999
1442232.5,0.006600000000000001
1445380.5,0.006300000000000002
1448577.0,0.006750000000000001
1451673.0,0.0077
1457814.5,0.006450000000000001
1464053.0,0.006050000000000001
1467223.0,0.007200000000000001
1470493.5,0.006600000000000001
1474217.5,0.0071
1478108.5,0.0066
1481777.0,0.006450000000000001
1485450.0,0.00785
1490568.0,0.011500000000000002
1495926.0,0.02135
1499799.0,0.030900000000000004
1503256.5,0.008450000000000001
1506644.0,0.00595
1509953.0,0.005850000000000002
1513188.0,0.005850000000000002
1516495.5,0.005850000000000002
1519976.5,0.006450000000000001
1523315.0,0.00595
1526370.5,0.006250000000000001
1529507.0,0.006250000000000001
1532860.5,0.0063
1536314.5,0.0063
1539647.0,0.0066
1542872.5,0.005900000000000002
1546274.0,0.005750000000000001
1549694.0,0.00655
1553322.0,0.005750000000000001
1556859.5,0.005700000000000001
1560067.0,0.005650000000000001
1563221.5,0.005950000000000002
1566350.0,0.0060500000000000016
1569573.5,0.006150000000000001
1572969.5,0.005950000000000002
1576408.5,0.005900000000000001
1579648.0,0.006000000000000002
1582917.0,0.0063
1586234.0,0.005800000000000001
1589397.5,0.006800000000000001
1592515.0,0.006850000000000001
1595723.0,0.006150000000000001
1598987.0,0.006200000000000001
1602101.5,0.007450000000000001
1605164.0,0.006450000000000001
1608410.0,0.005850000000000002
1611774.0,0.00655
1615140.0,0.005950000000000002
1618524.5,0.005850000000000001
1621912.0,0.005850000000000002
1625265.5,0.005500000000000002
1628581.5,0.005850000000000002
1631696.0,0.005950000000000002
1634735.5,0.005850000000000002
1637854.5,0.005900000000000001
1641035.5,0.005800000000000001
1644198.5,0.006100000000000001
1647352.5,0.006000000000000002
1650521.0,0.005750000000000001
1653750.5,0.006600000000000001
1656956.0,0.0056
1660098.5,0.006000000000000002
1663229.0,0.005800000000000001
1666346.5,0.006600000000000001
1669485.0,0.006600000000000001
1672612.0,0.006600000000000001
1675968.5,0.0056
1679555.0,0.005500000000000002
1683036.0,0.006450000000000002
1686300.5,0.006100000000000001
1689553.0,0.00555
1692690.5,0.005750000000000001
1695858.5,0.005700000000000001
1699231.5,0.005850000000000002
1702619.0,0.005650000000000001
1705961.5,0.005700000000000001
1709151.0,0.005750000000000001
1712423.0,0.00555
1715881.0,0.005750000000000001
1719323.5,0.005750000000000001
1722844.0,0.005750000000000001
1726346.0,0.005750000000000001
1729722.0,0.005700000000000001
1733089.5,0.005650000000000001
1736321.5,0.005650000000000001
1739431.5,0.005650000000000001
1742615.5,0.006200000000000001
1745983.0,0.005800000000000001
1749429.5,0.00555
1752900.5,0.005850000000000001
1756532.5,0.005950000000000002
1759964.0,0.006150000000000001
1763233.0,0.005750000000000002
1766664.5,0.005750000000000001
1769985.0,0.006100000000000001
1773161.5,0.005900000000000001
1776338.5,0.005850000000000002
1779597.5,0.005900000000000002
1782779.5,0.005750000000000001
1786076.5,0.005500000000000002
1789853.5,0.005700000000000001
1793493.0,0.005950000000000002
1796882.0,0.005650000000000001
1800215.5,0.005650000000000001
1803614.5,0.005500000000000002
1807113.5,0.0056
1811211.0,0.005750000000000001
1815294.5,0.0056
1818623.0,0.005650000000000001
1822194.0,0.00555
1825798.0,0.005750000000000002
1829180.5,0.006200000000000001
1833006.0,0.005650000000000001
1837199.5,0.005650000000000001
1841021.0,0.0056
1845376.0,0.005850000000000001
1849887.0,0.005750000000000002
1854804.5,0.005150000000000001
1860057.0,0.005800000000000001
1864019.0,0.0056
1867476.0,0.005400000000000001
1870941.5,0.005750000000000001
1874292.5,0.005900000000000001
1877448.5,0.005700000000000001
1880460.5,0.005750000000000001
1883459.0,0.005900000000000001
1886533.0,0.00555
1889619.5,0.005650000000000001
1892620.0,0.005950000000000002
1895643.5,0.006000000000000002
1898696.0,0.005850000000000001
1901692.0,0.005500000000000002
1904717.0,0.00555
1907805.0,0.005650000000000001
1910983.5,0.006250000000000001
1914133.5,0.005900000000000001
1917179.5,0.006500000000000002
1920211.5,0.006250000000000001
1923258.0,0.006100000000000001
1926266.5,0.005900000000000001
1929161.0,0.005650000000000001
1932168.0,0.005750000000000001
1935276.0,0.005900000000000001
1938431.5,0.0063
1941602.5,0.005700000000000001
1944707.0,0.006600000000000001
1947829.0,0.006300000000000002
1950999.5,0.005750000000000001
1954202.5,0.005750000000000001
1957346.0,0.0056
1960528.5,0.005850000000000002
1963671.0,0.005800000000000001
1966910.5,0.005800000000000001
1970204.5,0.005800000000000001
1973386.5,0.005650000000000001
1976717.0,0.005850000000000001
1980221.0,0.0056
1983634.0,0.00555
1986840.5,0.005850000000000001
1989971.0,0.005800000000000001
1993072.0,0.005850000000000001
1996201.5,0.005850000000000001
1999164.5,0.005950000000000002
2002116.0,0.006700000000000001
2005218.0,0.006100000000000001
2008298.5,0.006450000000000002
2011781.5,0.006500000000000002
2015358.5,0.005650000000000001
2018623.5,0.00605
2021955.0,0.005800000000000001
2025377.5,0.006
2028742.0,0.005950000000000002
2032149.0,0.005850000000000001
2035736.0,0.006100000000000001
2039461.5,0.0066500000000000005
2043174.5,0.0066
2046985.0,0.006700000000000001
2050578.0,0.00685
2053758.0,0.006150000000000001
2056920.0,0.00655
2060075.5,0.00595
2063251.5,0.0063500000000000015
2066428.5,0.006150000000000001
2069570.5,0.006100000000000001
2072747.5,0.006000000000000002
2075926.5,0.005800000000000001
2079108.0,0.006100000000000001
2082347.0,0.00555
2085481.0,0.006200000000000001
2088537.5,0.005800000000000001
2091627.0,0.005800000000000001
2094740.5,0.005900000000000001
2097896.0,0.005800000000000001
2101016.0,0.005700000000000001
2104149.5,0.005850000000000001
2107221.5,0.005800000000000001
2110260.0,0.005950000000000002
2113443.5,0.00595
2116797.5,0.006100000000000001
2120090.0,0.005850000000000002
2123548.0,0.005650000000000001
2127164.0,0.0056
2130575.0,0.005850000000000001
2135004.0,0.005800000000000001
2139406.5,0.0056
2142646.0,0.005800000000000001
2145930.0,0.005650000000000001
2150955.0,0.0060500000000000016
2156020.5,0.005900000000000001
2159549.0,0.005750000000000001
2162830.0,0.00635
2169502.5,0.0063500000000000015
2178790.5,0.005150000000000001
2185283.0,0.005800000000000001
2190177.5,0.005400000000000001
2194294.5,0.006200000000000001
2197509.0,0.006100000000000001
2200755.5,0.007
2204613.0,0.005700000000000001
2208314.0,0.00625
2214799.5,0.005650000000000001
2221328.5,0.00655
2224325.0,0.007200000000000001
2227307.0,0.006600000000000001
2232207.5,0.005450000000000001
2237938.0,0.0066500000000000005
2241776.5,0.008450000000000001
2244841.5,0.006200000000000001
2248089.0,0.006450000000000001
2251373.5,0.0057
2257228.0,0.005400000000000001
2263046.5,0.007600000000000001
2266605.0,0.006150000000000001
2270877.0,0.005950000000000002
2274794.5,0.0057
2278430.0,0.00595
2281969.5,0.0060500000000000016
2285068.0,0.006200000000000001
2288038.0,0.0064
2293179.0,0.0053500000000000015
2300377.5,0.0053500000000000015
2309221.5,0.005150000000000001
2316770.0,0.005850000000000001
2320578.5,0.0064
2323644.5,0.006100000000000001
2326747.5,0.005700000000000001
2330051.0,0.005750000000000001
2333303.0,0.005850000000000002
2336541.0,0.0067
2339882.5,0.006150000000000001
2343159.0,0.00555
2346288.5,0.005650000000000001
2349427.5,0.005850000000000002
2352864.0,0.005800000000000001
2356679.0,0.005500000000000002
2360618.0,0.00555
2364446.0,0.0056
2367996.0,0.0057
2371390.5,0.005850000000000001
2374695.0,0.0057
2378278.0,0.00605
2382081.0,0.005850000000000001
2385587.0,0.007150000000000001
2389009.0,0.006
2392462.5,0.0063
2396195.5,0.005650000000000001
2399957.0,0.006100000000000001
2403646.0,0.005900000000000001
2407671.5,0.006400000000000001
2411867.5,0.005750000000000001
2415642.0,0.005950000000000002
2419086.5,0.00655
2422383.0,0.006100000000000001
2425606.0,0.005800000000000001
2428966.5,0.005850000000000001
2432228.5,0.005700000000000001
2435428.5,0.005700000000000001
2438683.5,0.005900000000000001
2441973.0,0.005750000000000002
2445272.0,0.005900000000000001
2448635.0,0.006100000000000001
2451937.5,0.005950000000000002
2455116.5,0.006250000000000001
2458373.0,0.005900000000000002
2461626.0,0.005950000000000002
2464887.0,0.006250000000000001
2468300.0,0.006250000000000001
2471689.0,0.006200000000000001
2474879.0,0.006250000000000001
2477935.5,0.00635
2480994.5,0.006200000000000001
2485621.0,0.00635
2490210.5,0.006200000000000001
2493422.5,0.005750000000000002
2496672.5,0.005750000000000002
2500520.0,0.005900000000000001
2504399.5,0.005900000000000001
2507584.5,0.0056
2510797.0,0.005700000000000001
2514044.5,0.005700000000000001
2517325.0,0.00595
2520659.0,0.00595
2524522.5,0.005950000000000002
2528654.5,0.00555
2532556.0,0.005700000000000001
2536214.5,0.005400000000000001
2539452.0,0.0056
2542466.5,0.005650000000000001
2545869.0,0.005700000000000001
2549640.5,0.0056
2553012.5,0.005650000000000001
2556172.5,0.005700000000000001
2559591.5,0.005800000000000001
2563136.0,0.0060500000000000016
2566587.5,0.006200000000000001
2570039.0,0.005700000000000001
2573634.0,0.005800000000000001
2577104.0,0.005650000000000001
2580531.0,0.005750000000000001
2583783.5,0.00595
2586933.0,0.005700000000000001
2590263.0,0.005800000000000001
2593920.0,0.0060500000000000016
2597613.0,0.005700000000000001
2601071.0,0.005650000000000001
2604680.5,0.005750000000000001
2608372.0,0.005650000000000001
2612130.0,0.0056
2615937.0,0.005700000000000001
2619667.0,0.005950000000000002
2623339.0,0.00625
2626772.5,0.005800000000000001
2630275.0,0.006200000000000001
2633963.0,0.00605
2637382.0,0.0060500000000000016
2640537.0,0.006100000000000001
2643622.0,0.0063
2646730.5,0.005950000000000002
2649866.5,0.005750000000000001
2652934.5,0.00635
2655931.5,0.006000000000000002
2659027.5,0.005900000000000001
2662292.0,0.0063
2665599.0,0.006600000000000001
2669280.5,0.005800000000000001
2673071.5,0.00605
2676504.0,0.006450000000000002
2679870.5,0.007449999999999999
2683073.5,0.006450000000000002
2686198.0,0.0063500000000000015
2689569.0,0.006100000000000001
2692917.0,0.005900000000000001
2696076.0,0.005850000000000001
2699346.5,0.005800000000000001
2702663.5,0.005650000000000001
2706359.5,0.005750000000000001
2710405.0,0.005650000000000001
2714115.5,0.005750000000000001
2717556.5,0.006100000000000001
2720940.5,0.006450000000000001
2724144.5,0.0060500000000000016
2727190.5,0.005900000000000001
2730453.0,0.005850000000000001
2734004.0,0.00555
2737437.0,0.006100000000000001
2740637.0,0.006100000000000001
2743876.0,0.00605
2747143.0,0.005850000000000001
2750382.0,0.005900000000000001
2753444.0,0.005750000000000002
2756397.0,0.006200000000000001
2759451.0,0.0063
2762467.0,0.006150000000000001
2765509.5,0.006150000000000001
2768506.0,0.0063
2771523.0,0.006200000000000001
2774868.5,0.0063
2778227.5,0.00645
2781368.0,0.00645
2785080.0,0.006850000000000001
2788966.5,0.00665
2793084.5,0.00655
2798277.5,0.007000000000000001
2803533.5,0.006500000000000002
2807673.5,0.006950000000000001
2811007.0,0.0066500000000000005
2814897.5,0.0068000000000000005
2818891.5,0.006150000000000001
2822556.5,0.006
2826085.0,0.006200000000000001
2829321.5,0.006100000000000001
2832789.0,0.006100000000000001
2836330.0,0.006650000000000001
2839842.0,0.0063
2843461.0,0.006250000000000001
2847226.0,0.006200000000000001
2850798.5,0.006150000000000001
2854099.5,0.0065000000000000014
2857765.5,0.006600000000000001
2861660.5,0.005850000000000001
2865445.0,0.006200000000000001
2868979.0,0.006100000000000001
2872652.5,0.006000000000000002
2876323.5,0.006000000000000002
2879567.0,0.006250000000000001
2882700.5,0.006650000000000001
2886084.0,0.0068000000000000005
2889546.5,0.006200000000000001
2892900.5,0.006150000000000001
2896435.0,0.006100000000000001
2900090.5,0.006550000000000002
2903499.5,0.006250000000000001
2906817.0,0.006500000000000002
2910356.5,0.0063
2913866.0,0.0064
2917490.0,0.006650000000000001
2921281.5,0.006700000000000001
2925040.5,0.005950000000000002
2928626.5,0.00655
2932231.0,0.00625
2935905.0,0.006150000000000001
2939410.5,0.005750000000000002
2942823.5,0.005800000000000001
2946513.0,0.005850000000000001
2950276.0,0.005750000000000002
2953680.0,0.0057
2956820.0,0.005750000000000002
2960002.0,0.0056
2963455.5,0.005500000000000002
2966758.5,0.0056
2970076.5,0.005500000000000002
2973435.0,0.0064
2976751.0,0.005950000000000002
2980194.0,0.006150000000000001
2983569.5,0.006150000000000001
2986986.0,0.0064
2990533.0,0.006300000000000002
2993952.5,0.00605
2997193.5,0.005800000000000001
3000426.5,0.005800000000000001
3003649.5,0.006600000000000001
3006748.0,0.0060500000000000016
3009779.5,0.005950000000000002
3013701.5,0.006100000000000001
3024984.5,0.005900000000000001
3035696.0,0.00645
3039100.0,0.00635
3043959.5,0.006150000000000001
3048958.5,0.006150000000000001
3052842.5,0.005850000000000001
3056572.0,0.006250000000000001
3059862.0,0.00655
3063935.5,0.005950000000000002
3068323.5,0.006400000000000001
3072497.5,0.006250000000000001
3076203.5,0.006200000000000001
3079488.0,0.00605
3083193.0,0.00625
3086944.0,0.00605
3090418.0,0.00605
3095609.0,0.0059
3100750.5,0.006300000000000002
3104057.0,0.006300000000000002
3107472.5,0.0069
3110928.0,0.006900000000000001
3114767.0,0.00685
3118598.5,0.006100000000000001
3121971.5,0.00605
3125460.5,0.005850000000000001
3129021.0,0.006
3132397.5,0.0067
3135584.5,0.007150000000000001
3138795.5,0.006300000000000002
3142236.5,0.00725
3146407.0,0.0065
3150642.0,0.0063500000000000015
3154353.5,0.006850000000000001
3157999.0,0.007050000000000001
3162222.0,0.007700000000000001
3166509.5,0.007750000000000001
3170160.5,0.008350000000000002
3173520.5,0.0077
3176746.5,0.007950000000000002
3180048.0,0.008450000000000003
3183612.0,0.008150000000000001
3187214.5,0.008300000000000002
3190520.0,0.009600000000000001
3193845.0,0.00895
3197592.0,0.008350000000000002
3201383.0,0.00905
3204771.5,0.008550000000000002
3208139.0,0.0079
3211549.5,0.0085
3215062.0,0.007750000000000001
3218908.0,0.008100000000000001
3222818.5,0.008200000000000002
3226471.0,0.00825
3230139.5,0.007850000000000001
3234209.5,0.007550000000000001
3238486.0,0.00715
3242372.5,0.007150000000000001
3246047.0,0.007050000000000001
3249652.0,0.007350000000000001
3253365.5,0.0079
3257265.0,0.009000000000000001
3260899.5,0.007800000000000001
3264159.5,0.008300000000000002
3267533.0,0.008000000000000002
3272170.5,0.00935
3276704.5,0.008550000000000002
3282302.5,0.007800000000000001
3288156.0,0.008800000000000002
3291904.5,0.007600000000000001
3295428.5,0.00935
3298702.5,0.010000000000000002
3301896.0,0.0092
3305298.5,0.010100000000000001
3308631.0,0.010700000000000001
3311885.0,0.00935
3315166.5,0.011
3318269.0,0.009450000000000002
3321483.0,0.010600000000000002
3325063.5,0.010700000000000001
3328856.5,0.010850000000000002
3332546.0,0.010650000000000003
3336033.0,0.010600000000000002
3339423.5,0.010950000000000001
3342953.0,0.010150000000000003
3346603.5,0.012150000000000001
3350006.0,0.012300000000000002
3353303.0,0.015350000000000003
3356648.5,0.009550000000000001
3360103.0,0.009300000000000001
3364865.0,0.009150000000000002
3370460.0,0.00855
3374768.5,0.009650000000000002
3378168.0,0.0087
3381493.5,0.0088
3384585.0,0.009300000000000003
3387949.5,0.009000000000000001
3391550.5,0.008950000000000003
3395886.0,0.0073
3400134.0,0.008950000000000001
3403583.5,0.008150000000000001
3415125.0,0.0069500000000000004
3427338.0,0.0085
3431638.5,0.00855
3435091.0,0.009850000000000001
3438337.0,0.010750000000000003
3441591.5,0.01005
3444942.0,0.009500000000000001
3448288.5,0.009399999999999999
3451548.0,0.00905
3454676.5,0.009850000000000001
3457718.5,0.0098
3460704.5,0.010000000000000002
3463681.5,0.009900000000000003
3466751.0,0.010350000000000002
3471114.5,0.009500000000000001
3475475.0,0.009600000000000001
3480757.0,0.0092
3486626.0,0.0091
3490275.0,0.0092
3493300.5,0.005800000000000001
3496306.5,0.00985
3499970.5,0.009150000000000002
3503719.5,0.009850000000000001
3506771.0,0.01065
3509799.0,0.009800000000000001
3512843.0,0.01055
3515888.0,0.0115
3519126.5,0.009250000000000001
3522470.0,0.009250000000000001
3525652.0,0.010050000000000003
3528620.5,0.009250000000000001
3531638.0,0.0081
3534727.0,0.007850000000000001
3537784.5,0.007400000000000002
3540838.5,0.008900000000000002
3544114.5,0.009450000000000002
3547472.5,0.0093
3550644.5,0.0086
3553702.5,0.006200000000000001
3556790.0,0.0079
3560006.0,0.00685
3563160.0,0.0077
3566281.5,0.00685
3569385.5,0.0079
3572437.0,0.008150000000000001
3575512.0,0.007950000000000002
3578593.5,0.007850000000000001
3581704.5,0.007
3584723.0,0.0086
3587664.5,0.007850000000000001
3590786.0,0.00875
3594114.0,0.008400000000000001
3597394.5,0.00765
3600523.0,0.0081
3603667.0,0.007
3606783.5,0.007050000000000001
3609868.5,0.0069500000000000004
3613004.0,0.007450000000000002
3616144.5,0.006900000000000001
3619417.0,0.007050000000000001
3622817.5,0.007750000000000002
3626311.5,0.0075000000000000015
3630029.0,0.0071
3633707.0,0.0088
3637135.5,0.007600000000000001
3640379.0,0.0075000000000000015
3643395.5,0.007950000000000002
3646432.0,0.0079
3650227.5,0.008300000000000002
3654061.5,0.0079
3657359.0,0.009450000000000002
3660644.5,0.008650000000000001
3664043.0,0.008150000000000001
3668455.0,0.00855
3672730.5,0.0087
3676033.5,0.00765
3679169.5,0.01075
3682185.0,0.0098
3685292.0,0.00955
3688371.5,0.00965
3691400.5,0.009600000000000001
3694555.0,0.0092
3697633.0,0.009000000000000001
3700657.5,0.0085
3703822.0,0.009049999999999999
3707016.0,0.009000000000000001
3710049.0,0.0098
3712925.5,0.008650000000000001
3716005.5,0.00955
3719151.5,0.009250000000000001
3722155.0,0.01005
3725164.0,0.010150000000000001
