chrom,start,end,center,n_variants_AFR,garud_h1_AFR,garud_h12_AFR,garud_h123_AFR,garud_h2h1_AFR,haplotype_count_AFR,n_variants_EUR,garud_h1_EUR,garud_h12_EUR,garud_h123_EUR,garud_h2h1_EUR,haplotype_count_EUR
1,21030000,21040000,21035000,1366,0.09217000000000002,0.13996200000000003,0.19825200000000004,0.41603558641640453,75,1366,0.17334200000000002,0.30834200000000006,0.47004200000000007,0.4807951910096804,53
1,21040000,21050000,21045000,1423,0.07222800000000001,0.11041200000000002,0.168582,0.6967381071052778,85,1423,0.15257200000000004,0.27703200000000006,0.380824,0.5771439058280682,68
1,21050000,21060000,21055000,1455,0.06104800000000004,0.08884600000000004,0.13510200000000003,0.7521786135499937,90,1455,0.163228,0.27505799999999997,0.4483219999999999,0.5697735682603474,62
1,21060000,21070000,21065000,1359,0.06386000000000001,0.09450400000000002,0.13665200000000002,0.5839492640150329,76,1359,0.20107600000000006,0.3592420000000001,0.5746900000000003,0.5434114464182699,60
1,21070000,21080000,21075000,1393,0.07081000000000003,0.11410000000000002,0.16544000000000003,0.5166643129501485,79,1393,0.12928000000000003,0.21045200000000006,0.35382200000000014,0.6153387995049506,63
1,21080000,21090000,21085000,1401,0.08334200000000003,0.12448200000000002,0.18091200000000004,0.5804156367737756,67,1401,0.197028,0.330542,0.5719299999999999,0.6105680410906064,56
1,21090000,21100000,21095000,1460,0.10267600000000005,0.16920400000000002,0.267454,0.4802972457049361,82,1460,0.14889200000000002,0.25397,0.40025,0.5835840743626253,54
1,21100000,21110000,21105000,1419,0.08178200000000001,0.128906,0.18846400000000002,0.7100095375510503,85,1419,0.17359600000000006,0.299148,0.49994799999999995,0.5924099633632112,56
1,21110000,21120000,21115000,1464,0.07633200000000001,0.11408200000000002,0.175354,0.7012917256196615,85,1464,0.17868400000000007,0.29695600000000005,0.513184,0.6332296120525622,63
1,21120000,21130000,21125000,1429,0.06404000000000004,0.09960000000000004,0.149796,0.6939412866958152,90,1429,0.17741200000000004,0.302912,0.516338,0.644888733569319,71
1,21130000,21140000,21135000,1401,0.079748,0.11598200000000002,0.168434,0.5800647038170237,76,1401,0.12858800000000006,0.22537000000000007,0.3168900000000001,0.61326873425203,59
1,21140000,21150000,21145000,1387,0.046284,0.06539400000000001,0.09479400000000002,0.7617967332123412,87,1387,0.18107400000000004,0.3059120000000001,0.520912,0.6295381998519943,54
1,21150000,21160000,21155000,1429,0.06654600000000004,0.09486000000000003,0.146268,0.7799867760646771,77,1429,0.12202000000000003,0.20467600000000005,0.286212,0.4795607277495494,67
1,21160000,21170000,21165000,1404,0.05414800000000002,0.08183400000000002,0.11959400000000003,0.7021311959813845,95,1404,0.15538000000000007,0.26460400000000006,0.44244399999999995,0.6105290256146224,46
1,21170000,21180000,21175000,1369,0.06500400000000003,0.10192400000000004,0.15142800000000003,0.6898037043874224,81,1369,0.17319200000000004,0.29093,0.48496999999999996,0.5505508337567555,52
1,21180000,21190000,21185000,1460,0.046954000000000023,0.06344400000000001,0.09074400000000002,0.7996123865911319,91,1460,0.19725600000000007,0.33376800000000006,0.5784180000000001,0.5795108894026038,59
1,21190000,21200000,21195000,1440,0.07218200000000002,0.11384600000000004,0.16465400000000005,0.6089883904574548,82,1440,0.16569600000000004,0.28784400000000004,0.45515400000000006,0.5888796349942064,55
1,21200000,21210000,21205000,1460,0.06305400000000003,0.08588000000000003,0.12654000000000004,0.7974910394265233,68,1460,0.16757800000000003,0.27733800000000003,0.481822,0.6418085906264547,56
1,21210000,21220000,21215000,1372,0.10522000000000004,0.17201200000000003,0.25181200000000004,0.44341379965785993,63,1372,0.146478,0.250618,0.402088,0.5595516050191838,52
1,21220000,21230000,21225000,1391,0.06769600000000003,0.09380400000000003,0.137772,0.7801347199243679,71,1391,0.1488960000000001,0.23523200000000014,0.3599280000000002,0.4583064689447671,53
1,21230000,21240000,21235000,1419,0.10512,0.149044,0.20402200000000004,0.26480213089802124,78,1419,0.226976,0.3858960000000001,0.6724080000000001,0.6294762441844073,44
1,21240000,21250000,21245000,1407,0.07246800000000002,0.10296000000000001,0.161252,0.7809239940387481,73,1407,0.21607,0.3736600000000001,0.628588,0.5581015411672143,53
1,21250000,21260000,21255000,1354,0.06400200000000003,0.09496400000000002,0.144464,0.7067435392643981,85,1354,0.19567000000000004,0.33119000000000004,0.5577380000000001,0.5993253947973629,47
1,21260000,21270000,21265000,1346,0.11280000000000001,0.18372400000000003,0.27583,0.4978368794326241,75,1346,0.20229,0.35418000000000005,0.5746720000000002,0.5401403925058085,52
1,21270000,21280000,21275000,1453,0.06088200000000004,0.08710800000000005,0.12876000000000004,0.6734502808711936,87,1453,0.14234600000000003,0.24903600000000004,0.3691560000000001,0.6120368679133942,63
